Key,japanese
perkAutoWeaponsDamageDesc,マシンガン使用時、ダメージ量50%上昇。
perkAutoWeaponsDamageLongDesc,ダメージ：\n「銃で殺せば、あとは神が選別してくれる。」戦闘での結果はやるかやられるか。どうせなら、やる方が良いでしょう。\nマシンガン使用時、ダメージ量50%上昇。
perkAutoWeaponsDrumMagDesc,マシンガン用のドラム型マガジン改造パーツのレシピアンロック。
perkAutoWeaponsDrumMagLongDesc,ドラム型マガジン：\nマシンガン用および砲台用のドラム型マガジン改造パーツのクラフトレシピをアンロック。
perkAutoWeaponsMachineGunsDesc,腰撃ち時の命中精度が大幅に増加。
perkAutoWeaponsMachineGunsLongDesc,腰撃ち：\n腰の位置から正確に狙うことで、接近戦の場面で窮地を脱することができます。\nマシンガン使用時、腰撃ち時の命中精度が大幅に増加。
perkAutoWeaponsMaintenanceDesc,マシンガンの耐久値減少率30%軽減。
perkAutoWeaponsMaintenanceLongDesc,メンテナンス：\nマシンガンのメンテナンス方法を学び、使用時にバラバラにならないようにしましょう。\nマシンガンの耐久値減少率20%軽減。
perkAutoWeaponsRagdollDesc,連射が続いている限り、一発ごとにノックダウン率上昇。\nハイパワー7.62mm弾のクラフトレシピをアンロック。
perkAutoWeaponsRagdollLongDesc,無力化：\nマシンガン使用時、連射が続いている限り、一発ごとに敵をノックダウンする確率が高くなる。\nハイパワー7.62mm弾のクラフトレシピをアンロック。
perkAutoWeaponsRecoilDesc,連射が続いている限り、一発ごとに弾のばらつき軽減率上昇。\nAP 7.62mm弾のクラフトレシピをアンロック。
perkAutoWeaponsRecoilLongDesc,反動：\n逃げ腰にならず、しっかり締めろ！マシンガンを発射するとき、このテクニックを使って敵に弾を撃ち込みましょう。\nマシンガン使用時、連射が続いている限り、一発ごとに弾のばらつき軽減率上昇。\nAP 7.62mm弾のクラフトレシピをアンロック。
perkAutoWeaponsUncontrolledBurstDesc,連射が続いている限り、1発命中ごとにダメージ量が10%ずつ上昇。
perkAutoWeaponsUncontrolledBurstLongDesc,制御不能の破裂：\n接近戦のさなかでは、時に乱射しなければいけないこともあるでしょう。\nマシンガン使用時、連射が続いている限り、1発命中ごとにダメージ量が10%ずつ上昇。


perkUrbanCombatAdrenalineRushDesc,戦闘中、アーマー着用時の移動速度ペナルティー無効化。
perkUrbanCombatAdrenalineRushLongDesc,アドレナリンラッシュ：\n戦闘によるアドレナリンの高まりを利用して、体にエネルギーをみなぎらせます。\n戦闘中、アーマー着用時の移動速度ペナルティー無効化。
perkUrbanCombatCigarDesc,葉巻のクラフトレシピをアンロック。
perkUrbanCombatCigarLongDesc,葉巻：\n葉巻で強さの特性が増加し、物々交換の能力が上がり、まるでセクシーなティラノサウルスのようにクールになれます。\n葉巻のクラフトレシピをアンロック。
perkUrbanCombatCompleteDesc,サイレンサー改造パーツのダメージ低下を無効化。
perkUrbanCombatCompleteLongDesc,サイレンサー：\nサイレンサー改造パーツ使用時のダメージ低下を無効化する。
perkUrbanCombatJumpingDesc,スニーク時、ジャンプが低くならず、着地音が静かになります。
perkUrbanCombatJumpingLongDesc,ジャンプ：\n静かにジャンプして着地する方法を学ぶのは、都市型戦闘の基本です。これを学んで生き残りましょう。\nスニーク時、ジャンプが低くならず、着地音が静かになります。ダメージを受けるほどの高さの場合は音が鳴ります。
perkUrbanCombatLandingDesc,ステルスブーツ改造パーツのクラフトレシピをアンロック。
perkUrbanCombatLandingLongDesc,ステルスブーツ改造パーツ：\nミディアムブーツとヘビーブーツ着用時のスタミナペナルティがなくなり、移動時の騒音が軽減される、ステルスブーツ改造パーツのクラフトレシピをアンロックする。
perkUrbanCombatLandMinesDesc,地雷の発動が2秒遅くなります。
perkUrbanCombatLandMinesLongDesc,地雷：\n地雷作動装置独特のクリック音を聞き分けられるよう耳を鍛え、足が吹っ飛ばされないようにしましょう。\n地雷の作動が２秒遅くなります。
perkUrbanCombatRoomClearingDesc,室内にいる時、ダメージ量が25%上昇し、被ダメージ量が5%減少する。
perkUrbanCombatRoomClearingLongDesc,室内清掃：\n一部屋ずつクリアリングすることが、現代の建物を征服するコツです。\n室内にいる時、ダメージ量が25%上昇し、被ダメージ量が5%減少する。
perkUrbanCombatSneakingDesc,スニーク時、ゴミを踏んでも音が鳴らなくなる。
perkUrbanCombatSneakingLongDesc,忍び寄り：\n最悪のタイミングで缶を蹴って、ことわざで言うスズメバチの巣をかき回さないよう、静かなフットワークを磨きましょう。\nスニーク時、ゴミを踏んでも音が鳴らなくなる。


perkTechJunkie1DamageDesc,ロボットやバトン武器使用時、ダメージ量50%上昇。
perkTechJunkie1DamageLongDesc,ロボット武器：\nあなたのロボットを更に凶悪にするための強化法を学びましょう！\nロボットやバトン武器使用時、ダメージ量50%上昇。
perkTechJunkie2MaintenanceDesc,ロボットやバトン武器の耐久値減少率30%軽減。
perkTechJunkie2MaintenanceLongDesc,メンテナンス：\nロボットがガラクタにならないようにしましょう！\nロボットやバトン武器の耐久値減少率20%軽減。
perkTechJunkie3APAmmoDesc,APロボット砲台用弾薬のクラフトレシピをアンロック。
perkTechJunkie3APAmmoLongDesc,APロボット砲台用弾薬：\nアーマーを着けた敵があなたの弾薬を無駄にしてしまうのにはもうウンザリ？このハイテクな弾薬レシピで、敵をバターのように切り裂きましょう。\nAPロボット砲台用弾薬のクラフトレシピをアンロック。
perkTechJunkie4ShellsDesc,ロボット砲台シェルのクラフトレシピをアンロック。
perkTechJunkie4ShellsLongDesc,ロボット砲台シェル：\nロボット砲台を、簡易ショットガンに変えてしまいましょう！\nロボット砲台シェルのクラフトレシピをアンロック。
perkTechJunkie5RepulsorDesc,スタンリパルサー改造パーツのクラフトレシピをアンロック。
perkTechJunkie5RepulsorLongDesc,スタンリパルサー改造パーツ：\nスタンバトン用のスタンリパルサー改造パーツをクラフトして、ゾンビにチャージ済みヒットをお見舞いしましょう。\nスタンリパルサー改造パーツのクラフトレシピをアンロック。
perkTechJunkie6BatonChargeDesc,スタンバトンを確率で瞬時にチャージ。
perkTechJunkie6BatonChargeLongDesc,チャージ攻撃：\n通常攻撃の場合25%、パワーアタックの場合50%の確率でスタンバトンが瞬時にチャージされます。
perkTechJunkie7HydraulicsDesc,ロボット武器の攻撃速度上昇。
perkTechJunkie7HydraulicsLongDesc,水圧機：\n水圧機に施されたこの先進的な変更が、ロボット砲台の連射速度を10%、ロボットスレッジの攻撃速度を5%上昇させます。
perkTechJunkie8CompleteDesc,すべてのロボット砲台用弾薬のバルククラフトレシピをアンロック。
perkTechJunkie8CompleteLongDesc,ロボット弾薬まとめ作成：\nすべてのロボット砲台用弾薬のバルククラフトレシピをアンロック。


perkBarBrawling1BasicMovesDesc,素手やナックル使用時、ダメージ量50%上昇。
perkBarBrawling1BasicMovesLongDesc,基本動作：\n素手やナックル使用時、ダメージ量50%上昇。
perkBarBrawling2DropABombDesc,ダッシュ時のパワーアタックで敵をノックダウンさせる。
perkBarBrawling2DropABombLongDesc,爆弾投下：\n素手やナックル使用時、ダッシュ中に敵をパワーアタック攻撃するとノックダウンさせる。
perkBarBrawling3KillerInstinctDesc,キルごとに100%ずつ、最大500%ダメージ上昇。
perkBarBrawling3KillerInstinctLongDesc,殺人本能：\n素手やナックル使用時、1キルごとにダメージ量が50%、最大500%まで上昇。キルを行わずに10秒経つと、バフレベルが1つずつ下がる。
perkBarBrawling4FinishingMovesDesc,ノックダウン中もしくはスタン中の相手へのダメージ量上昇。
perkBarBrawling4FinishingMovesLongDesc,最後のトドメ：\n素手やナックル使用時、ノックダウン中もしくはスタン中の相手へ10倍のダメージを与えます。
perkBarBrawling5AdrenalineHealingDesc,敵にパンチを当てるたびに、体力とスタミナを少し回復する
perkBarBrawling5AdrenalineHealingLongDesc,アドレナリン回復：\n素手やナックル使用時、敵に攻撃が命中すると体力とスタミナが少し回復する。
perkBarBrawling6RageModeDesc,攻撃を受けると攻撃速度と移動速度上昇。
perkBarBrawling6RageModeLongDesc,レイジモード：\n攻撃を受けると、素手やナックルの攻撃速度が20%上がり、移動速度が10%上昇する。
perkBarBrawling7BoozedUpDesc,ビールを飲んでも視界がぼやけなくなり、効果時間が倍になる。
perkBarBrawling7BoozedUpLongDesc,酔っぱらい：\nビールを飲んでも視界がぼやけることがなくなり、ほろ酔いの効果時間が2倍に延長される。
perkBarBrawling8CompleteDesc,7番目の呪い。素手やナックルでの連続攻撃時、7回目の攻撃のダメージが777%になります。
perkBarBrawling8CompleteLongDesc,7番目の呪い：\nこの古代の武術テクニックを使い、内なる気を解放しましょう。素手やナックルの6連続ヒット後、7番目の攻撃のダメージ量が777%上昇。

perkSpearHunter1DamageDesc,槍使用時、ダメージ50%上昇。
perkSpearHunter1DamageLongDesc,ダメージ：\nフォームを完璧に習得して最大限のダメージを与えましょう。\n槍使用時、ダメージ50%上昇。
perkSpearHunter2MaintenanceDesc,槍の耐久値減少率30%軽減
perkSpearHunter2MaintenanceLongDesc,メンテナンス：\n槍の手入れをすれば、槍もあなたを大切にしてくれます！\n槍の耐久値減少率20%軽減。
perkSpearHunter3BleedDesc,槍使用時、25%の確率で流血を付与する。
perkSpearHunter3BleedLongDesc,流血ダメージ：\n槍使用時、25%の確率で流血を付与する。
perkSpearHunter4KillMoveDesc,槍でパワーアタック時、倒れている敵へのダメージ1000%上昇。
perkSpearHunter4KillMoveLongDesc,キルムーブ：\nこれまでに学んだすべてを使い、壊滅的なパワーアタックを実行しましょう。\n槍でパワーアタック時、倒れている敵へのダメージ1000%上昇。
perkSpearHunter5RapidStrikeDesc,槍使用時、攻撃速度25%上昇。
perkSpearHunter5RapidStrikeLongDesc,高速攻撃：\n反射神経に磨きをかけ、高速な槍襲撃を行いましょう。\n槍使用時、攻撃速度25%上昇。
perkSpearHunter6PenetratingShaftDesc,槍でパワーアタック時、複数のターゲットを貫通する。
perkSpearHunter6PenetratingShaftLongDesc,貫通シャフト：\n槍でパワーアタック時、複数のターゲットを貫通する。
perkSpearHunter7QuickStrikeDesc,槍使用時、連続攻撃でダメージ量上昇。
perkSpearHunter7QuickStrikeLongDesc,致命的コンボ：\n槍使用時、連続攻撃が命中するごとにダメージ量30%上昇、最大300%まで累積する。


modArmorDoubleStoragePocketDesc,アーマーにセットすると、荷重制限がかかる所持品スロットを4スロット分解放します。
modArmorQuadStoragePocketDesc,アーマーにセットすると、荷重制限がかかる所持品スロットを8スロット分解放します。
modArmorStoragePocketDesc,アーマーにセットすると、荷重制限がかかる所持品スロットを2スロット分解放します。
modArmorTripleStoragePocketDesc,アーマーにセットすると、荷重制限がかかる所持品スロットを6スロット分解放します。

modGunMeleeRadRemoverDesc,攻撃が当たるとすべてのゾンビの回復能力を10秒間無効にします。

toolAnvilEx,鉄床改良パーツ
toolAnvilExDesc,炉に設置するツールです。設置された炉のクラフト速度を上昇させます。
toolBellowsEx,鞴（ふいご）改良パーツ
toolBellowsExDesc,炉に設置するツールです。空気の流入量を増加させ、炉での精錬速度を上昇させます。
workstationsT5-6,ティア5：鉄床改良パーツ
workstationsT5-7,ティア5：鞴（ふいご）改良パーツ

questRewardPipeBatonBundleDesc,パイプバトンの素材、そしてロボットと作業台の雑誌。\n\n知能の特殊技能を上げている人には最高な選択だ。
questRewardPipeMachineGunBundleDesc,パイプマシンガンの素材と7.62mm弾、そしてマシンガンの雑誌。\n\n忍耐の特殊技能を上げている人には最高な選択だ。
questRewardPipePistolBundleDesc,パイプピストルの素材と9mm弾、そしてピストルの雑誌。\n\n素早さの特殊技能を上げている人には最高な選択だ。
questRewardPipeRifleBundleDesc,パイプライフルの素材と.308弾、そしてライフルの雑誌。\n\n知覚の特殊技能を上げている人には最高な選択だ。
questRewardPipeShotgunBundleDesc,パイプショットガンの素材とシェル、そしてショットガンの雑誌。\n\n強さの特殊技能を上げている人には最高な選択だ。

questRewardLegendaryMeleeWeaponCraftingBundleDesc,武器またはツールをクラフトするためのパーツが入っているバンドル。

questRewardLegendaryRangedWeaponCraftingBundleDesc,武器またはツールをクラフトするためのパーツが入っているバンドル。

questRewardT3HandgunLegendaryBundle,上級.44デザートヴァルチャー(バンドル)
questRewardT3MachineGunLegendaryBundle,上級M60マシンガン(バンドル)
questRewardT3RifleLegendaryBundle,上級スナイパーライフル(バンドル),
questRewardT3ShotgunLegendaryBundle,上級オートショットガン(バンドル)
questRewardT3SMGLegendaryBundle,上級SMG-5(バンドル)

QammoBundle9mmBulletBall,9mm弾薬バンドル
QammoBundle762mmBulletBall,7.62mm弾薬バンドル
QammoBundleShotgunShell,ショットガンシェル弾薬バンドル
QammoBundleJunkTurretRegular,ロボット砲台弾薬バンドル
QammoBundleArrowSteelAP,鋼鉄矢バンドル
questRewardAmmoBundleDesc,各種弾薬が入っているバンドル

EntityLootContainerMutant1,強化個体の略奪品
EntityLootContainerMutant2,チャージドミュータントの略奪品
EntityLootContainerMutant3,インファーナルミュータントの略奪品

resourceLegendaryPartsDesc,工場出荷時のパッケージのまま保存されているこれらのパーツは、伝説装備を作り上げるキーアイテムです。\n\n伝説品質7,8のアーマーやツールや武器をクラフトするために使用します。


drinkJarBoiledWater,きれいな水
drinkJarBoiledWaterDesc,ボトル入りの新鮮な水です。しっかりと消毒とろ過されており、料理や飲料にも最適です。

drinkJarBoiledDirtyWater,少し濁った水
drinkJarBoiledDirtyWaterDesc,泥水よりははるかにマシな飲用水です。まだ少し汚れも残っており、料理にも使えなさそうです。

drinkJarRiverWater,泥水
drinkJarRiverWaterDesc,薄汚い泥水ですが、ほら、なにせ黙示録ですから。贅沢を言ってはいけません。キャンプファイヤーで沸かして消毒しましょう。

drinkRainWater,収集された水
drinkRainWaterDesc,水滴収集器で集めた水。\nクラフトで3杯分の水になります。

drinkCleanWater,ろ過された水
drinkCleanWaterDesc,水滴収集器で集めたきれいな水。\nクラフトで3杯分のきれいな水になります。


animalCoyoteWeak,飢えたコヨーテ
animalChickenHostile,肉食系ニワトリ
animalBossChicken,巨大変異したニワトリ
animalBossVulture,巨大変異したハゲワシ
animalBossBear,キンググリズリー

noteDuke01Desc,★NekochannelMODの世界へようこそ★\n親切心から忠告しておくが、飲食をしないとスタミナは回復しないぞ。焚き火に当たるのもいいかもな。あと、お前の車のガソリンは頂いておいたぞ。 次はこんなに優しくはしないからな。

buffNearDeathTraumaDesc,殺された夢を見てしまい、その恐怖から稼いだ経験値の一部が消え、生物への攻撃力が大幅に低下し戦いから逃げ腰になっています。\n\n次は死ぬ夢を見ることがないように頑張りましょう。
